Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
$ Ginger,0.75,0.0010617214043035107,1,0.75
$ Kale,0.75,0.0010617214043035107,1,0.75
$ Spinach,0.0,0.0,0,0.0
Allergy: ,0.0,0.0,97,0.0
ALLERGY: fruit,0.0,0.0,-1,0.0
Chipotle,0.0,0.0,-1,0.0
No Mango,0.0,0.0,-1,0.0
Split In 2 Cups,0.0,0.0,1,0.0
Condiments (Retail/Merchandise),0.0,0.0,0,0.0
Caramel Cashew - Protein & Co,0.0,0.0,-1,0.0
Chocolate Peanut - Protein & Co,0.0,0.0,1,0.0
"""Protein & Co"" Bar",0.0,0.0,0,0.0
Drink - Bottled Water - 500 ml,-12.45,-0.017624575311438274,-5,2.4899999999999998
Egg White & Cheese Wrap,11.38,0.016109852774631936,2,5.69
Egg White & Chorizo Wrap,-8.35,-0.011820498301245751,-1,8.35
Chipotle Chicken Wrap,8.79,0.012443374858437143,1,8.79
Artisan Grilled Cheese,6.59,0.00932899207248018,1,6.59
Chipotle Chicken Panini,0.0,0.0,0,0.0
Chicken Quesadilla,-8.79,-0.012443374858437143,0,0.0
Pesto Chicken Panini,-43.95,-0.062216874292185725,-7,6.278571428571429
