Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
$ Strawberry,0.75,0.00027597778930751654,1,0.75
$ Density Booster,0.5,0.0001839851928716777,1,0.5
$ Add Coconut,0.25,9.199259643583885e-05,1,0.25
Add Blueberry,0.0,0.0,1,0.0
Add Coconut Water,0.0,0.0,1,0.0
Add Oat Milk,0.0,0.0,1,0.0
Add Pinapple,0.0,0.0,1,0.0
Add Skim Milk,0.0,0.0,1,0.0
Add Vanilla Almond Milk,0.0,0.0,3,0.0
Combo Booster,0.0,0.0,12,0.0
Density Booster,0.0,0.0,3,0.0
Energy Booster,0.0,0.0,17,0.0
No Pineapple Juice,0.0,0.0,1,0.0
No Skim Milk,0.0,0.0,1,0.0
No Vanilla Almond Milk,0.0,0.0,1,0.0
Power Booster,0.0,0.0,6,0.0
Warrior Booster,0.0,0.0,8,0.0
Wilderness Booster,0.0,0.0,1,0.0
Booster Ball (2),25.0,0.009199259643583885,5,5.0
Booster Ball (1),16.5,0.0060715113647653645,6,2.75
Booster Ball (3),13.5,0.004967600207535298,2,6.75
Booster Ball (4),8.5,0.003127748278818521,1,8.5
Lemon & Ginger Shot - D,8.58,0.0031571859096779895,2,4.29
Birthday Cake - Booster Ball,0.0,0.0,1,0.0
Chocolate Chip - Booster Ball,0.0,0.0,6,0.0
Monster - Booster Ball,0.0,0.0,13,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,6,0.0
Egg White & Cheese Wrap,22.76,0.00837500597951877,4,5.69
Chicken Quesadilla,0.0,0.0,-1,0.0
Chipotle Chicken Panini,0.0,0.0,1,0.0
Chipotle Steak Panini,0.0,0.0,1,0.0
Pesto Chicken Panini,0.0,0.0,2,0.0
Chipotle Chicken Wrap,-8.79,-0.003234459690684094,3,-2.9299999999999997
Drink - Bottled Water - 500 ml,9.96,0.00366498504200382,4,2.49
Mango Teazer - TB,4.99,0.0018361722248593437,1,4.99
$ Ginger,2.25,0.0008279333679225497,3,0.75
$ Spinach,1.5,0.0005519555786150331,2,0.75
Allergy: ,0.0,0.0,354,0.0
ALLERGY: milk/dairy,0.0,0.0,2,0.0
